route_short_name	trip_id	stop_sequence	stop_id	stop_name	departure_time
1	4019	19	U163Z2	Hradcanska	16:01
1	4019	20	U592Z2	Prasny most	16:03
1	4019	21	U867Z2	Vozovna Stresovice	16:04
1	4019	22	U645Z2	Sibeliova	16:06
1	4019	23	U519Z2	Orechovka	16:07
1	4019	24	U15Z2	Baterie	16:08
1	4019	25	U858Z2	Vojenska nemocnice	16:10
1	4019	26	U844Z2	Vetrnik	16:11
1	4019	27	U507Z2	Petriny	16:12
1	4019	28	U541Z2	Sidliste Petriny	16:16
1	4020	1	U541Z1	Sidliste Petriny	16:22
1	4020	2	U507Z1	Petriny	16:23
1	4020	3	U844Z1	Vetrnik	16:24
1	4020	4	U858Z1	Vojenska nemocnice	16:25
1	4020	5	U15Z1	Baterie	16:27
1	4020	6	U519Z1	Orechovka	16:28
1	4020	7	U645Z1	Sibeliova	16:29
1	4020	8	U867Z1	Vozovna Stresovice	16:30
1	4020	9	U592Z1	Prasny most	16:32
1	4020	10	U163Z1	Hradcanska	16:34
1	4020	11	U692Z1	Sparta	16:36
1	4020	12	U324Z1	Letenske namesti	16:38
1	4020	13	U231Z1	Kamenicka	16:39
1	4020	14	U717Z1	Strossmayerovo namesti	16:41
1	4020	15	U100Z2	Vltavska	16:43
1	4020	16	U595Z2	Prazska trznice	16:44
1	4020	17	U81Z2	Delnicka	16:46
1	4020	18	U365Z2	Maniny	16:48
1	4020	19	U331Z2	Libensky most	16:50
1	4020	20	U529Z1	Palmovka	16:52
1	4020	21	U1074Z2	Krejcarek	16:55
1	4020	22	U512Z2	Ohrada	16:58
1	4020	23	U837Z2	Vozovna Zizkov	16:59
1	4038	13	U100Z1	Vltavska	16:00
1	4038	14	U717Z2	Strossmayerovo namesti	16:01
1	4038	15	U231Z2	Kamenicka	16:03
1	4038	16	U324Z2	Letenske namesti	16:04
1	4038	17	U262Z2	Korunovacni	16:05
1	4038	18	U692Z2	Sparta	16:06
1	4038	19	U163Z2	Hradcanska	16:09
1	4038	20	U592Z2	Prasny most	16:11
1	4038	21	U867Z2	Vozovna Stresovice	16:12
1	4038	22	U645Z2	Sibeliova	16:14
1	4038	23	U519Z2	Orechovka	16:15
1	4038	24	U15Z2	Baterie	16:16
1	4038	25	U858Z2	Vojenska nemocnice	16:18
1	4038	26	U844Z2	Vetrnik	16:19
1	4038	27	U507Z2	Petriny	16:20
1	4038	28	U541Z2	Sidliste Petriny	16:24
1	4039	1	U541Z1	Sidliste Petriny	16:30
1	4039	2	U507Z1	Petriny	16:31
1	4039	3	U844Z1	Vetrnik	16:32
1	4039	4	U858Z1	Vojenska nemocnice	16:33
1	4039	5	U15Z1	Baterie	16:35
1	4039	6	U519Z1	Orechovka	16:36
1	4039	7	U645Z1	Sibeliova	16:37
1	4039	8	U867Z1	Vozovna Stresovice	16:38
1	4039	9	U592Z1	Prasny most	16:40
1	4039	10	U163Z1	Hradcanska	16:42
1	4039	11	U692Z1	Sparta	16:44
1	4039	12	U324Z1	Letenske namesti	16:46
1	4039	13	U231Z1	Kamenicka	16:47
1	4039	14	U717Z1	Strossmayerovo namesti	16:49
1	4039	15	U100Z2	Vltavska	16:51
1	4039	16	U595Z2	Prazska trznice	16:52
1	4039	17	U81Z2	Delnicka	16:54
1	4039	18	U365Z2	Maniny	16:56
1	4039	19	U331Z2	Libensky most	16:58
1	4054	9	U331Z1	Libensky most	16:01
1	4054	10	U365Z1	Maniny	16:03
1	4054	11	U81Z3	Tusarova	16:04
1	4054	12	U595Z1	Prazska trznice	16:06
1	4054	13	U100Z1	Vltavska	16:08
1	4054	14	U717Z2	Strossmayerovo namesti	16:09
1	4054	15	U231Z2	Kamenicka	16:11
1	4054	16	U324Z2	Letenske namesti	16:12
1	4054	17	U262Z2	Korunovacni	16:13
1	4054	18	U692Z2	Sparta	16:14
1	4054	19	U163Z2	Hradcanska	16:17
1	4054	20	U592Z2	Prasny most	16:19
1	4054	21	U867Z2	Vozovna Stresovice	16:20
1	4054	22	U645Z2	Sibeliova	16:22
1	4054	23	U519Z2	Orechovka	16:23
1	4054	24	U15Z2	Baterie	16:24
1	4054	25	U858Z2	Vojenska nemocnice	16:26
1	4054	26	U844Z2	Vetrnik	16:27
1	4054	27	U507Z2	Petriny	16:28
1	4054	28	U541Z2	Sidliste Petriny	16:32
1	4055	1	U541Z1	Sidliste Petriny	16:38
1	4055	2	U507Z1	Petriny	16:39
1	4055	3	U844Z1	Vetrnik	16:40
1	4055	4	U858Z1	Vojenska nemocnice	16:41
1	4055	5	U15Z1	Baterie	16:43
1	4055	6	U519Z1	Orechovka	16:44
1	4055	7	U645Z1	Sibeliova	16:45
1	4055	8	U867Z1	Vozovna Stresovice	16:46
1	4055	9	U592Z1	Prasny most	16:48
1	4055	10	U163Z1	Hradcanska	16:50
1	4055	11	U692Z1	Sparta	16:52
1	4055	12	U324Z1	Letenske namesti	16:54
1	4055	13	U231Z1	Kamenicka	16:55
1	4055	14	U717Z1	Strossmayerovo namesti	16:57
1	4055	15	U100Z2	Vltavska	16:59
1	4077	5	U837Z1	Vozovna Zizkov	16:00
1	4077	6	U512Z1	Ohrada	16:01
1	4077	7	U1074Z1	Krejcarek	16:04
1	4077	8	U529Z3	Palmovka	16:07
1	4077	9	U331Z1	Libensky most	16:09
1	4077	10	U365Z1	Maniny	16:11
1	4077	11	U81Z3	Tusarova	16:12
1	4077	12	U595Z1	Prazska trznice	16:14
1	4077	13	U100Z1	Vltavska	16:16
1	4077	14	U717Z2	Strossmayerovo namesti	16:17
1	4077	15	U231Z2	Kamenicka	16:19
1	4077	16	U324Z2	Letenske namesti	16:20
1	4077	17	U262Z2	Korunovacni	16:21
1	4077	18	U692Z2	Sparta	16:22
1	4077	19	U163Z2	Hradcanska	16:25
1	4077	20	U592Z2	Prasny most	16:27
1	4077	21	U867Z2	Vozovna Stresovice	16:28
1	4077	22	U645Z2	Sibeliova	16:30
1	4077	23	U519Z2	Orechovka	16:31
1	4077	24	U15Z2	Baterie	16:32
1	4077	25	U858Z2	Vojenska nemocnice	16:34
1	4077	26	U844Z2	Vetrnik	16:35
1	4077	27	U507Z2	Petriny	16:36
1	4077	28	U541Z2	Sidliste Petriny	16:40
1	4078	1	U541Z1	Sidliste Petriny	16:46
1	4078	2	U507Z1	Petriny	16:47
1	4078	3	U844Z1	Vetrnik	16:48
1	4078	4	U858Z1	Vojenska nemocnice	16:49
1	4078	5	U15Z1	Baterie	16:51
1	4078	6	U519Z1	Orechovka	16:52
1	4078	7	U645Z1	Sibeliova	16:53
1	4078	8	U867Z1	Vozovna Stresovice	16:54
1	4078	9	U592Z1	Prasny most	16:56
1	4078	10	U163Z1	Hradcanska	16:58
1	4097	1	U694Z1	Spojovaci	16:04
1	4097	2	U266Z1	Knezska luka	16:05
1	4097	3	U180Z1	Chmelnice	16:06
1	4097	4	U714Z1	Strazni	16:07
1	4097	5	U837Z1	Vozovna Zizkov	16:08
1	4097	6	U512Z1	Ohrada	16:09
1	4097	7	U1074Z1	Krejcarek	16:12
1	4097	8	U529Z3	Palmovka	16:15
1	4097	9	U331Z1	Libensky most	16:17
1	4097	10	U365Z1	Maniny	16:19
1	4097	11	U81Z3	Tusarova	16:20
1	4097	12	U595Z1	Prazska trznice	16:22
1	4097	13	U100Z1	Vltavska	16:24
1	4097	14	U717Z2	Strossmayerovo namesti	16:25
1	4097	15	U231Z2	Kamenicka	16:27
1	4097	16	U324Z2	Letenske namesti	16:28
1	4097	17	U262Z2	Korunovacni	16:29
1	4097	18	U692Z2	Sparta	16:30
1	4097	19	U163Z2	Hradcanska	16:33
1	4097	20	U592Z2	Prasny most	16:35
1	4097	21	U867Z2	Vozovna Stresovice	16:36
1	4097	22	U645Z2	Sibeliova	16:38
1	4097	23	U519Z2	Orechovka	16:39
1	4097	24	U15Z2	Baterie	16:40
1	4097	25	U858Z2	Vojenska nemocnice	16:42
1	4097	26	U844Z2	Vetrnik	16:43
1	4097	27	U507Z2	Petriny	16:44
1	4097	28	U541Z2	Sidliste Petriny	16:48
1	4098	1	U541Z1	Sidliste Petriny	16:54
1	4098	2	U507Z1	Petriny	16:55
1	4098	3	U844Z1	Vetrnik	16:56
1	4098	4	U858Z1	Vojenska nemocnice	16:57
1	4098	5	U15Z1	Baterie	16:59
1	4119	27	U694Z2	Spojovaci	16:06
1	4120	1	U694Z1	Spojovaci	16:12
1	4120	2	U266Z1	Knezska luka	16:13
1	4120	3	U180Z1	Chmelnice	16:14
1	4120	4	U714Z1	Strazni	16:15
1	4120	5	U837Z1	Vozovna Zizkov	16:16
1	4120	6	U512Z1	Ohrada	16:17
1	4120	7	U1074Z1	Krejcarek	16:20
1	4120	8	U529Z3	Palmovka	16:23
1	4120	9	U331Z1	Libensky most	16:25
1	4120	10	U365Z1	Maniny	16:27
1	4120	11	U81Z3	Tusarova	16:28
1	4120	12	U595Z1	Prazska trznice	16:30
1	4120	13	U100Z1	Vltavska	16:32
1	4120	14	U717Z2	Strossmayerovo namesti	16:33
1	4120	15	U231Z2	Kamenicka	16:35
1	4120	16	U324Z2	Letenske namesti	16:36
1	4120	17	U262Z2	Korunovacni	16:37
1	4120	18	U692Z2	Sparta	16:38
1	4120	19	U163Z2	Hradcanska	16:41
1	4120	20	U592Z2	Prasny most	16:43
1	4120	21	U867Z2	Vozovna Stresovice	16:44
1	4120	22	U645Z2	Sibeliova	16:46
1	4120	23	U519Z2	Orechovka	16:47
1	4120	24	U15Z2	Baterie	16:48
1	4120	25	U858Z2	Vojenska nemocnice	16:50
1	4120	26	U844Z2	Vetrnik	16:51
1	4120	27	U507Z2	Petriny	16:52
1	4120	28	U541Z2	Sidliste Petriny	16:56
1	4139	22	U512Z2	Ohrada	16:02
1	4139	23	U837Z2	Vozovna Zizkov	16:03
1	4139	24	U714Z2	Strazni	16:05
1	4139	25	U180Z2	Chmelnice	16:06
1	4139	26	U266Z2	Knezska luka	16:07
1	4139	27	U694Z2	Spojovaci	16:14
1	4140	1	U694Z1	Spojovaci	16:20
1	4140	2	U266Z1	Knezska luka	16:21
1	4140	3	U180Z1	Chmelnice	16:22
1	4140	4	U714Z1	Strazni	16:23
1	4140	5	U837Z1	Vozovna Zizkov	16:24
1	4140	6	U512Z1	Ohrada	16:25
1	4140	7	U1074Z1	Krejcarek	16:28
1	4140	8	U529Z3	Palmovka	16:31
1	4140	9	U331Z1	Libensky most	16:33
1	4140	10	U365Z1	Maniny	16:35
1	4140	11	U81Z3	Tusarova	16:36
1	4140	12	U595Z1	Prazska trznice	16:38
1	4140	13	U100Z1	Vltavska	16:40
1	4140	14	U717Z2	Strossmayerovo namesti	16:41
1	4140	15	U231Z2	Kamenicka	16:43
1	4140	16	U324Z2	Letenske namesti	16:44
1	4140	17	U262Z2	Korunovacni	16:45
1	4140	18	U692Z2	Sparta	16:46
1	4140	19	U163Z2	Hradcanska	16:49
1	4140	20	U592Z2	Prasny most	16:51
1	4140	21	U867Z2	Vozovna Stresovice	16:52
1	4140	22	U645Z2	Sibeliova	16:54
1	4140	23	U519Z2	Orechovka	16:55
1	4140	24	U15Z2	Baterie	16:56
1	4140	25	U858Z2	Vojenska nemocnice	16:58
1	4140	26	U844Z2	Vetrnik	16:59
1	4159	18	U365Z2	Maniny	16:00
1	4159	19	U331Z2	Libensky most	16:02
1	4159	20	U529Z1	Palmovka	16:04
1	4159	21	U1074Z2	Krejcarek	16:07
1	4159	22	U512Z2	Ohrada	16:10
1	4159	23	U837Z2	Vozovna Zizkov	16:11
1	4159	24	U714Z2	Strazni	16:13
1	4159	25	U180Z2	Chmelnice	16:14
1	4159	26	U266Z2	Knezska luka	16:15
1	4159	27	U694Z2	Spojovaci	16:22
1	4160	1	U694Z1	Spojovaci	16:28
1	4160	2	U266Z1	Knezska luka	16:29
1	4160	3	U180Z1	Chmelnice	16:30
1	4160	4	U714Z1	Strazni	16:31
1	4160	5	U837Z1	Vozovna Zizkov	16:32
1	4160	6	U512Z1	Ohrada	16:33
1	4160	7	U1074Z1	Krejcarek	16:36
1	4160	8	U529Z3	Palmovka	16:39
1	4160	9	U331Z1	Libensky most	16:41
1	4160	10	U365Z1	Maniny	16:43
1	4160	11	U81Z3	Tusarova	16:44
1	4160	12	U595Z1	Prazska trznice	16:46
1	4160	13	U100Z1	Vltavska	16:48
1	4160	14	U717Z2	Strossmayerovo namesti	16:49
1	4160	15	U231Z2	Kamenicka	16:51
1	4160	16	U324Z2	Letenske namesti	16:52
1	4160	17	U262Z2	Korunovacni	16:53
1	4160	18	U692Z2	Sparta	16:54
1	4160	19	U163Z2	Hradcanska	16:57
1	4160	20	U592Z2	Prasny most	16:59
1	4175	14	U717Z1	Strossmayerovo namesti	16:01
1	4175	15	U100Z2	Vltavska	16:03
1	4175	16	U595Z2	Prazska trznice	16:04
1	4175	17	U81Z2	Delnicka	16:06
1	4175	18	U365Z2	Maniny	16:08
1	4175	19	U331Z2	Libensky most	16:10
1	4175	20	U529Z1	Palmovka	16:12
1	4175	21	U1074Z2	Krejcarek	16:15
1	4175	22	U512Z2	Ohrada	16:18
1	4175	23	U837Z2	Vozovna Zizkov	16:19
1	4175	24	U714Z2	Strazni	16:21
1	4175	25	U180Z2	Chmelnice	16:22
1	4175	26	U266Z2	Knezska luka	16:23
1	4175	27	U694Z2	Spojovaci	16:30
1	4176	1	U694Z1	Spojovaci	16:36
1	4176	2	U266Z1	Knezska luka	16:37
1	4176	3	U180Z1	Chmelnice	16:38
1	4176	4	U714Z1	Strazni	16:39
1	4176	5	U837Z1	Vozovna Zizkov	16:40
1	4176	6	U512Z1	Ohrada	16:41
1	4176	7	U1074Z1	Krejcarek	16:44
1	4176	8	U529Z3	Palmovka	16:47
1	4176	9	U331Z1	Libensky most	16:49
1	4176	10	U365Z1	Maniny	16:51
1	4176	11	U81Z3	Tusarova	16:52
1	4176	12	U595Z1	Prazska trznice	16:54
1	4176	13	U100Z1	Vltavska	16:56
1	4176	14	U717Z2	Strossmayerovo namesti	16:57
1	4176	15	U231Z2	Kamenicka	16:59
1	4195	9	U592Z1	Prasny most	16:00
1	4195	10	U163Z1	Hradcanska	16:02
1	4195	11	U692Z1	Sparta	16:04
1	4195	12	U324Z1	Letenske namesti	16:06
1	4195	13	U231Z1	Kamenicka	16:07
1	4195	14	U717Z1	Strossmayerovo namesti	16:09
1	4195	15	U100Z2	Vltavska	16:11
1	4195	16	U595Z2	Prazska trznice	16:12
1	4195	17	U81Z2	Delnicka	16:14
1	4195	18	U365Z2	Maniny	16:16
1	4195	19	U331Z2	Libensky most	16:18
1	4195	20	U529Z1	Palmovka	16:20
1	4195	21	U1074Z2	Krejcarek	16:23
1	4195	22	U512Z2	Ohrada	16:26
1	4195	23	U837Z2	Vozovna Zizkov	16:27
1	4195	24	U714Z2	Strazni	16:29
1	4195	25	U180Z2	Chmelnice	16:30
1	4195	26	U266Z2	Knezska luka	16:31
1	4195	27	U694Z2	Spojovaci	16:38
1	4196	1	U694Z1	Spojovaci	16:44
1	4196	2	U266Z1	Knezska luka	16:45
1	4196	3	U180Z1	Chmelnice	16:46
1	4196	4	U714Z1	Strazni	16:47
1	4196	5	U837Z1	Vozovna Zizkov	16:48
1	4196	6	U512Z1	Ohrada	16:49
1	4196	7	U1074Z1	Krejcarek	16:52
1	4196	8	U529Z3	Palmovka	16:55
1	4196	9	U331Z1	Libensky most	16:57
1	4196	10	U365Z1	Maniny	16:59
1	4212	3	U844Z1	Vetrnik	16:00
1	4212	4	U858Z1	Vojenska nemocnice	16:01
1	4212	5	U15Z1	Baterie	16:03
1	4212	6	U519Z1	Orechovka	16:04
1	4212	7	U645Z1	Sibeliova	16:05
1	4212	8	U867Z1	Vozovna Stresovice	16:06
1	4212	9	U592Z1	Prasny most	16:08
1	4212	10	U163Z1	Hradcanska	16:10
1	4212	11	U692Z1	Sparta	16:12
1	4212	12	U324Z1	Letenske namesti	16:14
1	4212	13	U231Z1	Kamenicka	16:15
1	4212	14	U717Z1	Strossmayerovo namesti	16:17
1	4212	15	U100Z2	Vltavska	16:19
1	4212	16	U595Z2	Prazska trznice	16:20
1	4212	17	U81Z2	Delnicka	16:22
1	4212	18	U365Z2	Maniny	16:24
1	4212	19	U331Z2	Libensky most	16:26
1	4212	20	U529Z1	Palmovka	16:28
1	4212	21	U1074Z2	Krejcarek	16:31
1	4212	22	U512Z2	Ohrada	16:34
1	4212	23	U837Z2	Vozovna Zizkov	16:35
1	4212	24	U714Z2	Strazni	16:37
1	4212	25	U180Z2	Chmelnice	16:38
1	4212	26	U266Z2	Knezska luka	16:39
1	4212	27	U694Z2	Spojovaci	16:46
1	4213	1	U694Z1	Spojovaci	16:52
1	4213	2	U266Z1	Knezska luka	16:53
1	4213	3	U180Z1	Chmelnice	16:54
1	4213	4	U714Z1	Strazni	16:55
1	4213	5	U837Z1	Vozovna Zizkov	16:56
1	4213	6	U512Z1	Ohrada	16:57
1	4230	28	U541Z2	Sidliste Petriny	16:00
1	4231	1	U541Z1	Sidliste Petriny	16:06
1	4231	2	U507Z1	Petriny	16:07
1	4231	3	U844Z1	Vetrnik	16:08
1	4231	4	U858Z1	Vojenska nemocnice	16:09
1	4231	5	U15Z1	Baterie	16:11
1	4231	6	U519Z1	Orechovka	16:12
1	4231	7	U645Z1	Sibeliova	16:13
1	4231	8	U867Z1	Vozovna Stresovice	16:14
1	4231	9	U592Z1	Prasny most	16:16
1	4231	10	U163Z1	Hradcanska	16:18
1	4231	11	U692Z1	Sparta	16:20
1	4231	12	U324Z1	Letenske namesti	16:22
1	4231	13	U231Z1	Kamenicka	16:23
1	4231	14	U717Z1	Strossmayerovo namesti	16:25
1	4231	15	U100Z2	Vltavska	16:27
1	4231	16	U595Z2	Prazska trznice	16:28
1	4231	17	U81Z2	Delnicka	16:30
1	4231	18	U365Z2	Maniny	16:32
1	4231	19	U331Z2	Libensky most	16:34
1	4231	20	U529Z1	Palmovka	16:36
1	4231	21	U1074Z2	Krejcarek	16:39
1	4231	22	U512Z2	Ohrada	16:42
1	4231	23	U837Z2	Vozovna Zizkov	16:43
1	4231	24	U714Z2	Strazni	16:45
1	4231	25	U180Z2	Chmelnice	16:46
1	4231	26	U266Z2	Knezska luka	16:47
1	4231	27	U694Z2	Spojovaci	16:54
1	4254	24	U15Z2	Baterie	16:00
1	4254	25	U858Z2	Vojenska nemocnice	16:02
1	4254	26	U844Z2	Vetrnik	16:03
1	4254	27	U507Z2	Petriny	16:04
1	4254	28	U541Z2	Sidliste Petriny	16:08
1	4255	1	U541Z1	Sidliste Petriny	16:14
1	4255	2	U507Z1	Petriny	16:15
1	4255	3	U844Z1	Vetrnik	16:16
1	4255	4	U858Z1	Vojenska nemocnice	16:17
1	4255	5	U15Z1	Baterie	16:19
1	4255	6	U519Z1	Orechovka	16:20
1	4255	7	U645Z1	Sibeliova	16:21
1	4255	8	U867Z1	Vozovna Stresovice	16:22
1	4255	9	U592Z1	Prasny most	16:24
1	4255	10	U163Z1	Hradcanska	16:26
1	4255	11	U692Z1	Sparta	16:28
1	4255	12	U324Z1	Letenske namesti	16:30
1	4255	13	U231Z1	Kamenicka	16:31
1	4255	14	U717Z1	Strossmayerovo namesti	16:33
1	4255	15	U100Z2	Vltavska	16:35
1	4255	16	U595Z2	Prazska trznice	16:36
1	4255	17	U81Z2	Delnicka	16:38
1	4255	18	U365Z2	Maniny	16:40
1	4255	19	U331Z2	Libensky most	16:42
1	4255	20	U529Z1	Palmovka	16:44
1	4255	21	U1074Z2	Krejcarek	16:47
1	4255	22	U512Z2	Ohrada	16:50
1	4255	23	U837Z2	Vozovna Zizkov	16:51
1	4255	24	U714Z2	Strazni	16:53
1	4255	25	U180Z2	Chmelnice	16:54
1	4255	26	U266Z2	Knezska luka	16:55
2	5199	26	U507Z2	Petriny	16:00
2	5199	27	U541Z4	Sidliste Petriny	16:03
2	5200	1	U541Z1	Sidliste Petriny	16:09
2	5200	2	U507Z1	Petriny	16:10
2	5200	3	U844Z1	Vetrnik	16:11
2	5200	4	U858Z1	Vojenska nemocnice	16:12
2	5200	5	U15Z1	Baterie	16:14
2	5200	6	U519Z1	Orechovka	16:15
2	5200	7	U645Z1	Sibeliova	16:16
2	5200	8	U867Z1	Vozovna Stresovice	16:17
2	5200	9	U592Z1	Prasny most	16:19
2	5200	10	U163Z1	Hradcanska	16:21
2	5200	11	U187Z1	Chotkovy sady	16:23
2	5200	12	U360Z1	Malostranska	16:26
2	5200	13	U703Z1	Staromestska	16:29
2	5200	14	U221Z1	Karlovy lazne	16:30
2	5200	15	U483Z1	Narodni divadlo	16:32
2	5200	16	U539Z1	Narodni trida	16:34
2	5200	17	U237Z2	Karlovo namesti	16:36
2	5200	18	U237Z4	Moran	16:37
2	5200	19	U237Z6	Palackeho namesti	16:39
2	5200	20	U237Z8	Palackeho namesti (nabrezi)	16:40
2	5200	21	U878Z2	Vyton	16:41
2	5200	22	U583Z2	Podolska vodarna	16:44
2	5200	23	U303Z2	Kublov	16:45
2	5200	24	U110Z2	Dvorce	16:47
2	5200	25	U614Z2	Pristaviste	16:49
2	5200	26	U387Z2	Pobrezni cesta	16:50
2	5220	20	U867Z2	Vozovna Stresovice	16:00
2	5220	21	U645Z2	Sibeliova	16:02
2	5220	22	U519Z2	Orechovka	16:03
2	5220	23	U15Z2	Baterie	16:04
2	5220	24	U858Z2	Vojenska nemocnice	16:06
2	5220	25	U844Z2	Vetrnik	16:07
2	5220	26	U507Z2	Petriny	16:08
2	5220	27	U541Z4	Sidliste Petriny	16:11
2	5221	1	U541Z1	Sidliste Petriny	16:17
2	5221	2	U507Z1	Petriny	16:18
2	5221	3	U844Z1	Vetrnik	16:19
2	5221	4	U858Z1	Vojenska nemocnice	16:20
2	5221	5	U15Z1	Baterie	16:22
2	5221	6	U519Z1	Orechovka	16:23
2	5221	7	U645Z1	Sibeliova	16:24
2	5221	8	U867Z1	Vozovna Stresovice	16:25
2	5221	9	U592Z1	Prasny most	16:27
2	5221	10	U163Z1	Hradcanska	16:29
2	5221	11	U187Z1	Chotkovy sady	16:31
2	5221	12	U360Z1	Malostranska	16:34
2	5221	13	U703Z1	Staromestska	16:37
2	5221	14	U221Z1	Karlovy lazne	16:38
2	5221	15	U483Z1	Narodni divadlo	16:40
2	5221	16	U539Z1	Narodni trida	16:42
2	5221	17	U237Z2	Karlovo namesti	16:44
2	5221	18	U237Z4	Moran	16:45
2	5221	19	U237Z6	Palackeho namesti	16:47
2	5221	20	U237Z8	Palackeho namesti (nabrezi)	16:48
2	5221	21	U878Z2	Vyton	16:49
2	5221	22	U583Z2	Podolska vodarna	16:52
2	5221	23	U303Z2	Kublov	16:53
2	5221	24	U110Z2	Dvorce	16:55
2	5221	25	U614Z2	Pristaviste	16:57
2	5221	26	U387Z2	Pobrezni cesta	16:58
2	5237	17	U187Z2	Chotkovy sady	16:02
2	5237	18	U163Z2	Hradcanska	16:05
2	5237	19	U592Z2	Prasny most	16:07
2	5237	20	U867Z2	Vozovna Stresovice	16:08
2	5237	21	U645Z2	Sibeliova	16:10
2	5237	22	U519Z2	Orechovka	16:11
2	5237	23	U15Z2	Baterie	16:12
2	5237	24	U858Z2	Vojenska nemocnice	16:14
2	5237	25	U844Z2	Vetrnik	16:15
2	5237	26	U507Z2	Petriny	16:16
2	5237	27	U541Z4	Sidliste Petriny	16:19
2	5238	1	U541Z1	Sidliste Petriny	16:25
2	5238	2	U507Z1	Petriny	16:26
2	5238	3	U844Z1	Vetrnik	16:27
2	5238	4	U858Z1	Vojenska nemocnice	16:28
2	5238	5	U15Z1	Baterie	16:30
2	5238	6	U519Z1	Orechovka	16:31
2	5238	7	U645Z1	Sibeliova	16:32
2	5238	8	U867Z1	Vozovna Stresovice	16:33
2	5238	9	U592Z1	Prasny most	16:35
2	5238	10	U163Z1	Hradcanska	16:37
2	5238	11	U187Z1	Chotkovy sady	16:39
2	5238	12	U360Z1	Malostranska	16:42
2	5238	13	U703Z1	Staromestska	16:45
2	5238	14	U221Z1	Karlovy lazne	16:46
2	5238	15	U483Z1	Narodni divadlo	16:48
2	5238	16	U539Z1	Narodni trida	16:50
2	5238	17	U237Z2	Karlovo namesti	16:52
2	5238	18	U237Z4	Moran	16:53
2	5238	19	U237Z6	Palackeho namesti	16:55
2	5238	20	U237Z8	Palackeho namesti (nabrezi)	16:56
2	5238	21	U878Z2	Vyton	16:57
2	5254	12	U539Z2	Narodni trida	16:00
2	5254	13	U483Z2	Narodni divadlo	16:01
2	5254	14	U483Z4	Narodni divadlo	16:03
2	5254	15	U703Z2	Staromestska	16:05
2	5254	16	U360Z2	Malostranska	16:07
2	5254	17	U187Z2	Chotkovy sady	16:10
2	5254	18	U163Z2	Hradcanska	16:13
2	5254	19	U592Z2	Prasny most	16:15
2	5254	20	U867Z2	Vozovna Stresovice	16:16
2	5254	21	U645Z2	Sibeliova	16:18
2	5254	22	U519Z2	Orechovka	16:19
2	5254	23	U15Z2	Baterie	16:20
2	5254	24	U858Z2	Vojenska nemocnice	16:22
2	5254	25	U844Z2	Vetrnik	16:23
2	5254	26	U507Z2	Petriny	16:24
2	5254	27	U541Z4	Sidliste Petriny	16:27
2	5255	1	U541Z1	Sidliste Petriny	16:33
2	5255	2	U507Z1	Petriny	16:34
2	5255	3	U844Z1	Vetrnik	16:35
2	5255	4	U858Z1	Vojenska nemocnice	16:36
2	5255	5	U15Z1	Baterie	16:38
2	5255	6	U519Z1	Orechovka	16:39
2	5255	7	U645Z1	Sibeliova	16:40
2	5255	8	U867Z1	Vozovna Stresovice	16:41
2	5255	9	U592Z1	Prasny most	16:43
2	5255	10	U163Z1	Hradcanska	16:45
2	5255	11	U187Z1	Chotkovy sady	16:47
2	5255	12	U360Z1	Malostranska	16:50
2	5255	13	U703Z1	Staromestska	16:53
2	5255	14	U221Z1	Karlovy lazne	16:54
2	5255	15	U483Z1	Narodni divadlo	16:56
2	5255	16	U539Z1	Narodni trida	16:58
2	5270	8	U237Z7	Palackeho namesti (nabrezi)	16:00
2	5270	9	U237Z5	Palackeho namesti	16:02
2	5270	10	U237Z1	Karlovo namesti	16:04
2	5270	11	U237Z13	Novomestska radnice	16:05
2	5270	12	U539Z2	Narodni trida	16:08
2	5270	13	U483Z2	Narodni divadlo	16:09
2	5270	14	U483Z4	Narodni divadlo	16:11
2	5270	15	U703Z2	Staromestska	16:13
2	5270	16	U360Z2	Malostranska	16:15
2	5270	17	U187Z2	Chotkovy sady	16:18
2	5270	18	U163Z2	Hradcanska	16:21
2	5270	19	U592Z2	Prasny most	16:23
2	5270	20	U867Z2	Vozovna Stresovice	16:24
2	5270	21	U645Z2	Sibeliova	16:26
2	5270	22	U519Z2	Orechovka	16:27
2	5270	23	U15Z2	Baterie	16:28
2	5270	24	U858Z2	Vojenska nemocnice	16:30
2	5270	25	U844Z2	Vetrnik	16:31
2	5270	26	U507Z2	Petriny	16:32
2	5270	27	U541Z4	Sidliste Petriny	16:35
2	5271	1	U541Z1	Sidliste Petriny	16:41
2	5271	2	U507Z1	Petriny	16:42
2	5271	3	U844Z1	Vetrnik	16:43
2	5271	4	U858Z1	Vojenska nemocnice	16:44
2	5271	5	U15Z1	Baterie	16:46
2	5271	6	U519Z1	Orechovka	16:47
2	5271	7	U645Z1	Sibeliova	16:48
2	5271	8	U867Z1	Vozovna Stresovice	16:49
2	5271	9	U592Z1	Prasny most	16:51
2	5271	10	U163Z1	Hradcanska	16:53
2	5271	11	U187Z1	Chotkovy sady	16:55
2	5271	12	U360Z1	Malostranska	16:58
2	5288	4	U110Z1	Dvorce	16:01
2	5288	5	U303Z1	Kublov	16:03
2	5288	6	U583Z1	Podolska vodarna	16:05
2	5288	7	U878Z1	Vyton	16:07
2	5288	8	U237Z7	Palackeho namesti (nabrezi)	16:08
