Experiment@Obor@Model@Kód vstupního projektu@Pořadí@Klíčová slova@Název česky@Míra podobnosti
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA14-10673S@0@Historical linguistics; Indo-European linguistics; Semitic linguistics; typology; morphology; suppletion; language change@Diachronní typologie supletivismu@1.0
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA14-10673S@1@Indo-European; Armenian; historical linguistics; morphology; verb; reconstruction; etymology; subgrouping@Historická morfologie staroarménského slovesa@0.5027999877929688
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA14-10673S@2@Machine; translation; natural; language; processing; morphology; syntax; semantics; stochastic; modeling; annotated; language; corpora; lexical; resources; NLP@Strojový překlad se sémantickou informací@0.4767000079154968
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA14-10673S@3@fMRI; epilepsy; neuronal plasticity; dominance; language@Lateralizace řečových center u dětí a adolescentů s lezionální epilepsií metodou fMRI@0.47369998693466187
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA14-10673S@4@Social Housing; Affordable Housing; Housing typology; Spatial Models, Sustainable Buildings@Modely sociálního bydlení, jejich prostorové parametry a kvalitativní kritéria@0.4627000093460083
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA14-10673S@5@regional flora; historical herbarium; A. Roubal; changes of flora; database of herbarium specimens@Roubalův herbář a kartotéka flóry Kladenska jako podklad historických změn květeny regionu@0.45660001039505005
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA15-13277S@0@computational linguistics; procedural semantics; communication; reasoning; Transparent intensional logic; knowledge management; logical analysis@Hyperintensionální logika pro analýzu přirozeného jazyka@1.0
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA15-13277S@1@logic; semantics; meaning; reasoning@Logické základy sémantiky@0.4936999976634979
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA15-13277S@2@Secondary; raw; materials; barriers; utilization; secondary; raw; materials; economic; tools@Analýza bariér podnikatelského prostředí v oblasti vyššího využívání druhotných surovin v ČR a návrh řešení vedoucích k jejich odstranění nebo zmírnění@0.46959999203681946
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA15-13277S@3@obesity; oxidative phosphorylation; energetic metabolism; cytochrome c oxidase; lymphocytes@Mitochondriální energetický metabolismus v lymfocytech u obézních pacientů@0.4627000093460083
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA15-13277S@4@speech processing; distributed classification; recognition@Optimalizace distribuovaného hlasového rozpoznávacího systému@0.4578999876976013
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA15-13277S@5@komplexní pozemkové úpravy; využivání krajiny; ekonomické podmínky oceňování a hodnocení krajiny; pozemkové úřady; sociální-ekonomická analýza; personální obsazení; kompetence pozemkových úřadů; ocenování pozemků@Optimalizace činností pozemkových úřadů v ČR ve vztahu k využívání komplexních pozemkových úprav k uchování krajinných funkcí@0.45570001006126404
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA16-06012S@0@phonology; Anglicisms; loanwords; Czech; sociolinguistics@Fonologie českých anglicismů@1.0
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA16-06012S@1@aneurysm; treatment; statin@Snaha o farmakologické ovlivnění růstu experimentálně vzniklého aneuryzmatu abdominální aorty u zvířete@0.5684999823570251
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA16-06012S@2@phonology; analysis; alternations; sanskrit@Analytická fonologie sanskrtu@0.5558000206947327
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA16-06012S@3@optical magnetometry; magnetic nanostructures; magnetophotonic devices@Charakterizace magnetických nanostruktur optickými metodami@0.531499981880188
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA16-06012S@4@ternary skutterudites; thermoelectricity; nanolayers@Ternární skutterudity pro termoelektrické aplikace: od objemových vzorků k tenkým filmům@0.5249000191688538
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA16-06012S@5@drug delivery blood-tisue barier@Cílený transport léčiva přes biologické membrány@0.5246999859809875
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA17-13671S@0@Karel Havlíček; journalism; correspondence@Publicistika a korespondence Karla Havlíčka@1.0
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA17-13671S@1@material culture; everyday life; countryside; socialismus@Dějiny hmotné kultury a každodennosti českého venkova období socialismu@0.5408999919891357
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA17-13671S@2@material properties@Rozvoj lidských zdrojů ve výzkumu fyzikálních a materiálových vlastností modelových, nově vyvíjených a inženýrsky aplikovaných materiálů@0.5221999883651733
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA17-13671S@3@food; feed; GMO@Bezpečnost potravin a krmiv:Strategie vzorkování a analytických postupů@0.499099999666214
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA17-13671S@4@film@Partnerská síť univerzit a filmového průmyslu@0.4885999858379364
Skupina 2@AI - Jazykověda@doc2vec_100_100@GA17-13671S@5@Porphyrin; spectroscopy; AFM; TEM@Samoorganizované porfyrinové nanostruktury@0.4875999987125397
Skupina 2@AI - Jazykověda@doc2vec_100_100@LM2010013@0@language resources; langauge databases; public access to scientific data; langauge corpora; machine translation; natural language processing; computational linguistics@LINDAT-CLARIN: Institut pro analýzu, zpracování a distribuci lingvistických dat@1.0
Skupina 2@AI - Jazykověda@doc2vec_100_100@LM2010013@1@natural language processing; machine translation; statistical methods in NLP; corpora; treebanks; evaluation@EuroMatrixPlus?Bringing Machine Translation for European Languages to the User@0.5135999917984009
Skupina 2@AI - Jazykověda@doc2vec_100_100@LM2010013@2@Computational linguistics; natural language processing; automatic speech recognition; machine translation; information retrieval@Centrum komputační lingvistiky@0.4722000062465668
Skupina 2@AI - Jazykověda@doc2vec_100_100@LM2010013@3@machine; translation; computational; processing; natural; language; Czech; phrase-based; translation; named; entities@Čeština ve věku strojového překladu@0.44510000944137573
Skupina 2@AI - Jazykověda@doc2vec_100_100@LM2010013@4@superconducting tapes-superconducting wires; HTS tapes; HTS wires; REBCO sputtering targets; superconducting thin film deposition; PLD; REBCO granulate@Výzkum a vývoj primárních materiálů pro depozici supravodivých tenkých vrstev@0.43939998745918274
Skupina 2@AI - Jazykověda@doc2vec_100_100@LM2010013@5@Deadwood decomposition; microbial ecology; saprotrophic fungi; natural temperate forests@Dynamika rozkladu tlejícího dřeva v přirozených temperátních lesích@0.43529999256134033
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA14-10673S@0@Historical linguistics; Indo-European linguistics; Semitic linguistics; typology; morphology; suppletion; language change@Diachronní typologie supletivismu@1.0
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA14-10673S@1@Latin linguistics; word-formation; phonology; Indo-European comparative linguistics@Tvoření deverbativních jmen v latině@0.1198
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA14-10673S@2@Indo-European; Armenian; historical linguistics; morphology; verb; reconstruction; etymology; subgrouping@Historická morfologie staroarménského slovesa@0.1167
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA14-10673S@3@Comparative-historical Baltic and Indo-European linguistics; comparative mythology; onomastics; etymology; folklor texts@Lingvistická analýza baltských mytologických témat@0.1113
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA14-10673S@4@historical; linguistics; Proto-Slavic; language; contact@Praslovanština v zrcadle jazykového kontaktu: fonologie a gramatika@0.1057
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA14-10673S@5@linguistics; etymology; Indo-European studies; Slavonic studies; Czech studies@Česká etymologie v evropském kontextu@0.0842
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA15-13277S@0@computational linguistics; procedural semantics; communication; reasoning; Transparent intensional logic; knowledge management; logical analysis@Hyperintensionální logika pro analýzu přirozeného jazyka@1.0
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA15-13277S@1@natural language processing; hyperintensional logic; transparent intensional logic; procedural semantics; questions; answers@Hyperintensionální usuzování nad texty přirozeného jazyka@0.1552
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA15-13277S@2@logic; reasoning; argumentation; logical analysis@Logické modely usuzování a argumentace v přirozeném jazyce@0.1057
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA15-13277S@3@logic; language; reasoning; logical analysis; logical formalization@Základy logiky ve světle nových výsledků filosofie a vědy@0.0971
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA15-13277S@4@logic; logical; analysis; philosophical; logic@Základy současné logické analýzy@0.097
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA15-13277S@5@logic; semantics; meaning; reasoning@Logické základy sémantiky@0.0795
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA16-06012S@0@phonology; Anglicisms; loanwords; Czech; sociolinguistics@Fonologie českých anglicismů@1.0
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA16-06012S@1@Language contact; Spanish; Guarani; Czech; sociolinguistics; bilingualism; language obsolescence; language death; Paraguay@Jazykový kontakt španělštiny, guaraní a češtiny v Paraguayi@0.0753
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA16-06012S@2@phonology; analysis; alternations; sanskrit@Analytická fonologie sanskrtu@0.0668
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA16-06012S@3@Czech Language; Protectorate; Second World War; Czech; German; Occupation; Schooling; Administration; Sociolinguistics@Čeština pod hákovým křížem@0.0484
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA16-06012S@4@integration; disintegration; sociolinguistics; lexicology; phraseology; text models; syntax; Czech@Integrace v jazycích - jazyky v integraci@0.0475
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA16-06012S@5@Spanish; Grammar; Phonetics; Phonology; Morfology; Syntax@Mluvnice španělštiny@0.0463
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA17-13671S@0@Karel Havlíček; journalism; correspondence@Publicistika a korespondence Karla Havlíčka@1.0
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA17-13671S@1@Karel; Havlíček; correspondence; analysis; interpretation; 19th; century; language@Korespondence Karla Havlíčka@0.2075
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA17-13671S@2@Janáček correspondence@Korespondence Leoše Janáčka. Finální etapa edičního zpracování fondu uloženého v Oddělení dějin hudby Moravského zemského muzea a dalších institucích.@0.1213
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA17-13671S@3@Bohuslav Martinů; Karel Šebánek; correspondence; critical edition; diplomatic transcription@Kritická edice korespondence Bohuslava Martinů – první část@0.0749
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA17-13671S@4@Journalism; Journalism Ethics; Artificial Intelligence; machine learning; natural language processing; Computer Science, Education@Proměna etických aspektů s nástupem žurnalistiky umělé inteligence@0.0743
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@GA17-13671S@5@Czech minority; Austria; Vienna; newspapers; journalism; exhibition@„Wenzel a jeho noviny“ – historie českého tisku v „rakouské“ Vídni.@0.0521
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@LM2010013@0@language resources; langauge databases; public access to scientific data; langauge corpora; machine translation; natural language processing; computational linguistics@LINDAT-CLARIN: Institut pro analýzu, zpracování a distribuci lingvistických dat@1.0
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@LM2010013@1@linguistic resources; machine translation; natural language processing; open resource infrastructure; networking@Technologies for the Multilingual European Information Society@0.1926
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@LM2010013@2@Machine translation; Natural Language Processing; Parsing; Natural Language Generation; Statistical Methods in NLP; User feedback; Parallel corpora@Feedback Analysis for User Adaptive Statistical Translation@0.1708
Skupina 2@AI - Jazykověda@tf-idf_(5,5)@LM2010013@3@Machine; translation; natural; language; processing; morphology; syntax; semantics; stochastic; modeling; annotated; language; corpora; lexical; resources; NLP@Strojový překlad se sémantickou informací@0.1696
